event_id,datetime,event_type,cat_id,color_id,name,location,lat,lng,source_url,link,picture
22830361,2026-03-18T23:37:00,drone_strike,21,2,Explosions were reported in Sevastopol. Drones raid,"Balaklava District, Sevastopol",44.51111,33.56529,https://t.me/chp_sevastopol/49694,https://liveuamap.com/en/2026/18-march-22-explosions-were-reported-in-sevastopol-drones,
22830368,2026-03-18T23:39:00,anti_aircraft,42,1,Explosions were reported in Krasnodar,"Krasnodar, Krasnodarskiy kray",45.02734,38.99237,https://t.me/supernova_plus/49673,https://liveuamap.com/en/2026/18-march-22-explosions-were-reported-in-krasnodar,https://liveuamap.com/pics/2026/03/18/22830368_0.jpeg
22830387,2026-03-19T07:28:00,anti_aircraft,42,2,"Overnight Russia launched 133 strike drones, - Ukrainian Air Force ","Odesa Oblast, Ukraine",46.48705,30.74455,https://t.me/kpszsu/58335,https://liveuamap.com/en/2026/19-march-06-overnight-russia-launched-133-strike-drones-,
22830399,2026-03-19T08:33:00,political_statement,14,2,Security Service of Ukraine in the Lviv region confirmed a drone attack on the administration building in Lviv. Destruction was recorded as a result of the strike. No casualties,"Lviv Oblast, Ukraine",49.82235,24.02071,https://t.me/channel5UA/152756,https://liveuamap.com/en/2026/19-march-07-security-service-of-ukraine-in-the-lviv-region,https://liveuamap.com/pics/2026/03/19/22830399_0.jpg
22830406,2026-03-19T08:39:00,drone_strike,21,2,"Damage to building of the military concern ""Almaz-Antey"" in Sevastopol after a Ukrainian drone attack","Sevastopol, Crimea",44.58216,33.47828,https://x.com/99Dominik_/status/2034535114101653648,https://liveuamap.com/en/2026/19-march-07-damage-to-building-of-the-military-concern-almazantey,https://liveuamap.com/pics/2026/03/19/22830406_0.png
22830436,2026-03-19T08:49:00,medical,10,2,3 people were injured as result of Russian drones strikes in Odesa,"Odesa Oblast, Ukraine",46.50151,30.71949,https://t.me/suspilnenews/64709,https://liveuamap.com/en/2026/19-march-07-3-people-were-injured-as-result-of-russian-drones,
22830447,2026-03-19T09:00:00,armed_clash,25,1,"At Kursk and North Slobozhansky(Sumy) direction Ukrainian forces have repelled 6 Russian army assaults, - General Staff of Armed Forces of Ukraine reports","Sumy Oblast, Ukraine",51.12758,34.97524,https://t.me/lumsrc/15995,https://liveuamap.com/en/2026/19-march-08-at-kursk-and-north-slobozhanskysumy-direction,https://liveuamap.com/pics/2026/03/19/22830447_0.jpg
22830448,2026-03-19T09:00:00,armed_clash,25,1,"At Huliaipole direction clashes yesterday near Huliaipole, Myrne and towards Zaliznychne, Dobropillya and Staroukrayinka, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.66807,36.15789,https://t.me/lumsrc/15994,https://liveuamap.com/en/2026/19-march-08-at-huliaipole-direction-clashes-yesterday-near,
22830449,2026-03-19T09:00:00,armed_clash,25,1,"At Sloviansk direction clashes yesterday near Yampil, Platonivka and towards Riznykivka and Ray-Oleksandrivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.81479,37.95193,https://t.me/lumsrc/15988,https://liveuamap.com/en/2026/19-march-08-at-sloviansk-direction-clashes-yesterday-near,
22830450,2026-03-19T09:00:00,armed_clash,25,1,"At Pokrovsk direction clashes yesterday near Toretske, Rodynske, Zatyshok, Myrnohrad, Pokrovsk, Udachne, Kotlyne, Molodetske, Novomykolayivka, Filiya and towards Kucheriv Yar, Vilne, Novooleksandrivka, Shevchenko, Hryshyne, Muravka, Novopidhorodnie, Novopavlivka, - General Staff of Armed Forces of Ukraine reports","Dnipropetrovsk Oblast, Ukraine",48.13862,36.86892,https://t.me/lumsrc/15991,https://liveuamap.com/en/2026/19-march-08-at-pokrovsk-direction-clashes-yesterday-near,
22830452,2026-03-19T09:00:00,armed_clash,25,1,"At Lyman direction clashes yesterday near Lyman, Drobysheve, Stavky, Dibrova and near Novovodyane and Novoyehorivka, - General Staff of Armed Forces of Ukraine reports","Luhansk Oblast, Ukraine",49.32984,37.95158,https://t.me/lumsrc/15987,https://liveuamap.com/en/2026/19-march-08-at-lyman-direction-clashes-yesterday-near-lyman,
22830453,2026-03-19T09:00:00,armed_clash,25,1,"At Kupyansk direction clashes yesterday near Kupyansk, Petropavlivka, Kurylivka, Novoplatonivka, - General Staff of Armed Forces of Ukraine reports","Kharkiv Oblast, Ukraine",49.4245,37.66457,https://t.me/lumsrc/15986,https://liveuamap.com/en/2026/19-march-08-at-kupyansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/19/22830453_0.jpg
22830454,2026-03-19T09:00:00,armed_clash,25,1,"At South Slobozhansky(Kharkiv) direction clashes yesterday near Veterynarne, Zelene, Prylipka, Starytsya, Vovchansk, Vovchanski Khutory, Chuhunivka, Okhrimivka, Bochkove, - General Staff of Armed Forces of Ukraine reports","Kharkiv Oblast, Ukraine",50.32346,37.12847,https://t.me/lumsrc/15985,https://liveuamap.com/en/2026/19-march-08-at-south-slobozhanskykharkiv-direction-clashes,https://liveuamap.com/pics/2026/03/19/22830454_0.jpg
22830455,2026-03-19T09:00:00,armed_clash,25,1,"At Orikhiv direction clashes yesterday near Stepove, Scherbaky and towards Novodanylivka, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.49266,35.78865,https://t.me/lumsrc/15993,https://liveuamap.com/en/2026/19-march-08-at-orikhiv-direction-clashes-yesterday-near-stepove,
22830456,2026-03-19T09:00:00,armed_clash,25,1,"At Oleksandrivka direction clashes yesterday near Zelenyi Hai, Stepove and Rybne, - General Staff of Armed Forces of Ukraine reports","Dnipropetrovsk Oblast, Ukraine",48.07696,36.65382,https://t.me/lumsrc/15992,https://liveuamap.com/en/2026/19-march-08-at-oleksandrivka-direction-clashes-yesterday,
22830457,2026-03-19T09:00:00,armed_clash,25,1,"At Kostiantynivka direction clashes yesterday near Pleschiyivka, Ivanopillya, Stepanivka, Rusyn Yar, Sofiyivka and towards Kostyantynivka, Illinivka and Novopavlivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.51252,37.42613,https://t.me/lumsrc/15990,https://liveuamap.com/en/2026/19-march-08-at-kostiantynivka-direction-clashes-yesterday,
22830458,2026-03-19T09:00:00,airstrike_shelling,27,1,"Russian aviation conducted airstrikes at Ivanivka, Dobropasove, Pokrovske in Dnipropetrovsk region, also Vozdvyzhivka, Novoselivka, Zelene, Zirnytsya, Dolynka, Huliaipilske, Kopani, Lubytske, Zalyvne, Veselyanka, Yurkivka and Bilenke in Zaporizhzhia region, - General Staff of Armed Forces of Ukraine reports  ","Zaporizhia Oblast, Ukraine",47.85769,35.8968,https://t.me/lumsrc/15984,https://liveuamap.com/en/2026/19-march-08-russian-aviation-conducted-airstrikes-at-ivanivka,https://liveuamap.com/pics/2026/03/19/22830458_0.jpg
22830479,2026-03-19T12:04:00,casualties,7,2,1 policeman killed as result of shooting in Sloviansk,"Slovyans'k, Donetsk Oblast",48.84192,37.6062,https://t.me/insiderUKR/120496,https://liveuamap.com/en/2026/19-march-11-1-policeman-killed-as-result-of-shooting-in-sloviansk,https://liveuamap.com/pics/2026/03/19/22830479_0.jpg
22830497,2026-03-19T12:46:00,airstrike_shelling,27,2,"General Staff of Armed Forces of Ukraine: Ukraine struck Russian logistics and troops deployments areas overnight (Mar 19). Hit ammo depots in Donetsk, Yalta, Kalanchak; supply site near Vesele; fuel depot near Novotroitske; and troop deployments near Yalta and Ovrazhky. Damage still being assessed; operations ongoing.",Crimea,44.9755,34.41553,https://t.me/GeneralStaffZSU/36267,https://liveuamap.com/en/2026/19-march-11-general-staff-of-armed-forces-of-ukraine-ukraine,https://liveuamap.com/pics/2026/03/19/22830497_0.jpg
22830487,2026-03-19T13:13:00,drone_strike,21,2,"Chemical plant ""Nevunnomysskyi Azot"" was attacked with drones in Nevinnomyssk of Stavropolskiy kray of Russia","Nevinnomyssk,Stavropolskiy kray",44.65475,41.94305,https://t.me/supernova_plus/49682,https://liveuamap.com/en/2026/19-march-12-chemical-plant-nevunnomysskyi-azot-was-attacked,https://liveuamap.com/pics/2026/03/19/22830487_0.jpeg
22830102,2026-03-18T09:00:00,armed_clash,25,1,"At Sloviansk direction clashes yesterday near Yampil, Platonivka, Zakitne and towards Ray–Oleksandrivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.80621,37.93682,https://t.me/lumsrc/15975,https://liveuamap.com/en/2026/18-march-08-at-sloviansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/18/22830102_0.jpg
22830104,2026-03-18T09:38:00,airstrike_shelling,27,1,Explosion was reported in Zaporizhzhia,"Zaporizhzhia, Zaporiz'ka oblast",47.85315,35.1729,https://t.me/zaporizka_sish/99087,https://liveuamap.com/en/2026/18-march-08-explosion-was-reported-in-zaporizhzhia,
22829724,2026-03-17T09:00:00,airstrike_shelling,27,1,"Russian aviation conducted airstrikes at Ivanivka, Havrylivka, Orly, Samiylivka, Levadne of Dnipropetrovsk region, Vozdvyzhivka, Huliaipilske, Dolynka, Kopani, Charivne, Bilenke in Zaporizhzhia region and Prydniprovske, Tomyna Balka, Lvove in Kherson region, - General Staff of Armed Forces of Ukraine reports ",Kherson,46.78999,33.15056,https://t.me/lumsrc/15960,https://liveuamap.com/en/2026/17-march-08-russian-aviation-conducted-airstrikes-at-ivanivka,https://liveuamap.com/pics/2026/03/17/22829724_0.jpg
22829725,2026-03-17T09:00:00,armed_clash,25,1,"At Kursk and North Slobozhansky(Sumy) direction Ukrainian forces have repelled 4 Russian army assaults, - General Staff of Armed Forces of Ukraine reports","Sumy Oblast, Ukraine",51.12955,34.98871,https://t.me/lumsrc/15970,https://liveuamap.com/en/2026/17-march-08-at-kursk-and-north-slobozhanskysumy-direction,https://liveuamap.com/pics/2026/03/17/22829725_0.jpg
22829726,2026-03-17T09:00:00,armed_clash,25,1,"At Pokrovsk direction clashes yesterday near Bilytske, Rodynske, Novooleksandrivka, Myrnohrad, Shevchenko, Hryshyne, Udachne, Kotlyne, Filiya, Novomykolayivka and Novopidhorodnie, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.2384,36.90908,https://t.me/lumsrc/15967,https://liveuamap.com/en/2026/17-march-08-at-pokrovsk-direction-clashes-yesterday-near,
22829727,2026-03-17T09:00:00,armed_clash,25,1,"At Huliaipole direction clashes yesterday near Zaliznychne, Myrne, Zelene, Charivne, Huliaipilske and Varvarivka, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.73288,36.18105,https://t.me/lumsrc/15969,https://liveuamap.com/en/2026/17-march-08-at-huliaipole-direction-clashes-yesterday-near,
22829728,2026-03-17T09:00:00,armed_clash,25,1,"At Kramatorsk direction clashes yesterday near Minkivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.69144,37.85923,https://t.me/lumsrc/15965,https://liveuamap.com/en/2026/17-march-08-at-kramatorsk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/17/22829728_0.jpg
22829729,2026-03-17T09:00:00,armed_clash,25,1,"At Oleksandrivka direction clashes yesterday near Danylivka and Zlahoda, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.8254,36.32767,https://t.me/lumsrc/15968,https://liveuamap.com/en/2026/17-march-08-at-oleksandrivka-direction-clashes-yesterday,
22829730,2026-03-17T09:00:00,armed_clash,25,1,"At Lyman direction clashes yesterday near Drobysheve, Lyman, Stavky, Dibrova and Borova, - General Staff of Armed Forces of Ukraine reports","Borova, Kharkiv",49.39915,37.66422,https://t.me/lumsrc/15963,https://liveuamap.com/en/2026/17-march-08-at-lyman-direction-clashes-yesterday-near-drobysheve,https://liveuamap.com/pics/2026/03/17/22829730_0.jpg
22829731,2026-03-17T09:00:00,armed_clash,25,1,"At Kostiantynivka direction clashes yesterday near Kostyantynivka, Pleschiyivka, Ivanopillya, Illinivka, Stepanivka, Rusyn Yar, Sofiyivka and Novopavlivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.51661,37.42716,https://t.me/lumsrc/15966,https://liveuamap.com/en/2026/17-march-08-at-kostiantynivka-direction-clashes-yesterday,https://liveuamap.com/pics/2026/03/17/22829731_0.jpg
22829733,2026-03-17T09:00:00,armed_clash,25,1,"At Sloviansk direction clashes yesterday near Yampil, Platonivka, Riznykivka, Ozerne and Ray-Oleksandrivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.89363,37.90867,https://t.me/lumsrc/15964,https://liveuamap.com/en/2026/17-march-08-at-sloviansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/17/22829733_0.jpg
22829734,2026-03-17T09:00:00,armed_clash,25,1,"At South Slobozhansky(Kharkiv) direction clashes yesterday near Vovchansk and Starytsya, - General Staff of Armed Forces of Ukraine reports",Vovchansk,50.23987,36.79476,https://t.me/lumsrc/15961,https://liveuamap.com/en/2026/17-march-08-at-south-slobozhanskykharkiv-direction-clashes,https://liveuamap.com/pics/2026/03/17/22829734_0.jpg
22829691,2026-03-17T09:16:00,airstrike_shelling,27,1,Russian aviation launching glide bombs towards Orikhiv,"Zaporizhia Oblast, Ukraine",47.55859,35.78796,https://t.me/gnilayachereha/50648,https://liveuamap.com/en/2026/17-march-08-russian-aviation-launching-glide-bombs-towards,
22829698,2026-03-17T09:27:00,arrest,73,11,India: Six Ukrainians and an American arrested for training rebels in Burma,"Mizoram, India",23.73068,92.77405,https://x.com/tvanouvelles/status/2033822520831250467,https://myanmar.liveuamap.com/en/2026/17-march-08-india-six-ukrainians-and-an-american-arrested,
22829769,2026-03-17T11:47:00,political_statement,14,2,"Ursula von der Leyen: Statement with @eucopresident on the Druzhba pipelinen. Following the renewed Russian strikes on January 27 on the Druzhba pipeline, leading to the interruption of crude oil supplies to Hungary and Slovakia, we have engaged in intense discussions with Member States and Ukraine at all levels to restore the flow of oil to Hungary and Slovakia. The EU has offered Ukraine technical support and funding. The Ukrainians have welcomed and accepted this offer. European experts are available immediately. Our priority is to ensure energy security for all European citizens. In this sense, we will continue to work with the concerned parties on alternative routes for the transit of non-Russian crude oil to the countries of Central and Eastern Europe","Bruxelles, Bruxelles",50.8392,4.37484,https://x.com/vonderleyen/status/2033857666250854887,https://liveuamap.com/en/2026/17-march-10-ursula-von-der-leyen-statement-with-eucopresident,
22829818,2026-03-17T17:15:00,political_statement,14,10,"Trump on NATO: We helped with Ukraine, and they don’t help with Iran","Washington, District of Columbia",38.89646,-77.03459,https://x.com/clashreport/status/2033940388621271188,https://liveuamap.com/en/2026/17-march-16-trump-on-nato-we-helped-with-ukraine-and-they,https://liveuamap.com/pics/2026/03/17/22829818_0.jpeg
22829834,2026-03-17T17:19:00,drone_strike,21,2,Overnight drones have attacked hangar at the aviation repairment plant in Staraya Russa of Novgorod region,"Novgorod Oblast, Russia",57.96934,31.37775,https://t.me/exilenova_plus/17608,https://liveuamap.com/en/2026/17-march-16-overnight-drones-have-attacked-hangar-at-the,https://liveuamap.com/pics/2026/03/17/22829834_1.jpg
22829964,2026-03-17T22:27:00,airstrike_shelling,27,1,"After 11:20 p.m., Russian artillery began another round of shelling of the Korabelny district of Kherson.",Kherson,46.6432,32.5621,https://t.me/kherson_non_fake/28410,https://liveuamap.com/en/2026/17-march-21-after-1120-pm-russian-artillery-began-another,
22829948,2026-03-17T22:32:00,drone_strike,21,2,Several loud explosions were heard over the city of Maykop in the Republic of Adygea.,Respublika Adygeya,44.67356,40.04345,https://t.me/shot_shot/93394,https://liveuamap.com/en/2026/17-march-21-several-loud-explosions-were-heard-over-the-city,https://liveuamap.com/pics/2026/03/17/22829948_0.jpg
22829990,2026-03-17T23:14:00,loitering_munition,102,1,Drones raid in Kramatorsk,Donetsk Oblast,48.73945,37.58526,https://t.me/dobropillya_td/64852,https://liveuamap.com/en/2026/17-march-22-drones-raid-in-kramatorsk,
22830086,2026-03-18T07:07:00,anti_aircraft,42,2,"Overnight Russia launched 147 strike drones, - Ukrainian Air Force",Kyiv,50.62868,30.60516,https://t.me/kpszsu/58274,https://liveuamap.com/en/2026/18-march-06-overnight-russia-launched-147-strike-drones-,https://liveuamap.com/pics/2026/03/18/22830086_0.jpg
22830090,2026-03-18T09:00:00,armed_clash,25,1,"At Kursk and North Slobozhansky(Sumy) direction Ukrainian forces have repelled 4 Russian army assaults, - General Staff of Armed Forces of Ukraine reports","Sumy Oblast, Ukraine",51.14298,34.97218,https://t.me/lumsrc/15983,https://liveuamap.com/en/2026/18-march-08-at-kursk-and-north-slobozhanskysumy-direction,https://liveuamap.com/pics/2026/03/18/22830090_0.jpg
22830091,2026-03-18T09:00:00,armed_clash,25,1,"At Kherson direction Ukrainian forces have repelled 1 Russian army assault, - General Staff of Armed Forces of Ukraine reports",Kherson,46.50302,32.47988,https://t.me/lumsrc/15982,https://liveuamap.com/en/2026/18-march-08-at-kherson-direction-ukrainian-forces-have-repelled,https://liveuamap.com/pics/2026/03/18/22830091_0.jpg
22830092,2026-03-18T09:00:00,armed_clash,25,1,"At Huliaipole direction clashes yesterday near Zaliznychne, Huliaipole, Myrne, Olenokostyantynivka, Huliaipilske, Zelene and Dobropillya, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.60112,36.10932,https://t.me/lumsrc/15981,https://liveuamap.com/en/2026/18-march-08-at-huliaipole-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/18/22830092_0.jpg
22830093,2026-03-18T09:00:00,armed_clash,25,1,"At Orikhiv direction clashes yesterday near Stepove, - General Staff of Armed Forces of Ukraine reports",Zaporizhzhia,47.5309,35.47005,https://t.me/lumsrc/15980,https://liveuamap.com/en/2026/18-march-08-at-orikhiv-direction-clashes-yesterday-near-stepove,https://liveuamap.com/pics/2026/03/18/22830093_0.jpg
22830094,2026-03-18T09:00:00,armed_clash,25,1,"At Oleksandrivka direction clashes yesterday near Zlahoda, Zelenyy Hay and Krasnohirske, - General Staff of Armed Forces of Ukraine reports","Zaporizhia Oblast, Ukraine",47.81963,36.32441,https://t.me/lumsrc/15979,https://liveuamap.com/en/2026/18-march-08-at-oleksandrivka-direction-clashes-yesterday,https://liveuamap.com/pics/2026/03/18/22830094_0.jpg
22830095,2026-03-18T09:00:00,armed_clash,25,1,"At Kramatorsk direction clashes yesterday near  Minkivka and Novomarkove, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.66808,37.82009,https://t.me/lumsrc/15976,https://liveuamap.com/en/2026/18-march-08-at-kramatorsk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/18/22830095_0.jpg
22830096,2026-03-18T09:00:00,armed_clash,25,1,"At Lyman direction clashes yesterday near Lyman, Chervonyy Stav and near Kolodyazi and Drobysheve, - General Staff of Armed Forces of Ukraine reports",Donetsk,49.0407,37.73563,https://t.me/lumsrc/15974,https://liveuamap.com/en/2026/18-march-08-at-lyman-direction-clashes-yesterday-near-lyman,https://liveuamap.com/pics/2026/03/18/22830096_0.jpg
22830097,2026-03-18T09:00:00,armed_clash,25,1,"At Pokrovsk direction clashes yesterday near Bilytske, Dorozhnye, Nove Shakhove, Rodynske, Novooleksandrivka, Myrnohrad, Shevchenko, Hryshyne, Pokrovsk, Kotlyne, Udachne, Muravka, Novopidhorodnie, Molodetske, Novopavlivka, Filiya, Dachne, - General Staff of Armed Forces of Ukraine reports","Donetsk,Donets'ka oblast",48.05591,36.81974,https://t.me/lumsrc/15978,https://liveuamap.com/en/2026/18-march-08-at-pokrovsk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/18/22830097_0.jpg
22830100,2026-03-18T09:00:00,armed_clash,25,1,"At Kostiantynivka direction clashes yesterday near Kostyantynivka, Oleksandro-Shultyne, Sofiyivka, Pleschiyivka, Ivanopillya, Illinivka, Rusyn Yar, Stepanivka, Novopavlivka, - General Staff of Armed Forces of Ukraine reports","Dnipropetrovsk Oblast, Ukraine",48.13581,36.84867,https://t.me/lumsrc/15977,https://liveuamap.com/en/2026/18-march-08-at-kostiantynivka-direction-clashes-yesterday,https://liveuamap.com/pics/2026/03/18/22830100_0.jpg
22830101,2026-03-18T09:00:00,airstrike_shelling,27,1,"Russian aviation conducted airstrikes at Orestopil, Prosyana, Mechetne, Ivanivka of Dnipropetrovsk region, Vozdvyzhivka, Yehorivka, Kopani, Huliaipilske, Zelena Dibrova, Svitla Dolyna, Lubytske, Barvinivka, Lisne, Veselyanka, Orikhiv of Zaporizhzhia region, - General Staff of Armed Forces of Ukraine reports  ","Zaporizhia Oblast, Ukraine",47.57102,35.78762,https://t.me/lumsrc/15971,https://liveuamap.com/en/2026/18-march-08-russian-aviation-conducted-airstrikes-at-orestopil,https://liveuamap.com/pics/2026/03/18/22830101_0.jpg
22829692,2026-03-17T08:50:00,medical,10,1,4 policemen wounded in a shooting in Stafanivka village in Dzhankoy district of occupied Crimea,Stefanivka,45.70673,34.78958,https://t.me/rozysk95/13504,https://liveuamap.com/en/2026/17-march-07-4-policemen-wounded-in-a-shooting-in-stafanivka,
22829723,2026-03-17T09:00:00,armed_clash,25,1,"At Kupyansk direction clashes yesterday near Petropavlivka, Kurylivka, Hlushkivka, Novoosynove, Kupyansk and Novoplatonivka, - General Staff of Armed Forces of Ukraine reports","Kharkiv Oblast, Ukraine",49.74492,37.61444,https://t.me/lumsrc/15962,https://liveuamap.com/en/2026/17-march-08-at-kupyansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/17/22829723_0.jpg
22829340,2026-03-16T09:00:00,armed_clash,25,1,"At Pokrovsk direction clashes yesterday near Vilne, Novooleksandrivka, Shevchenko, Toretske, Bilytske, Nove Shakhove and near Zatyshok, Nykanorivka, Kotlyne, Novomykolayivka, Udachne, Novopidhorodnye, Myrnohrad, Rodynske, Molodetske, Filiya, - General Staff of Armed Forces of Ukraine reports","Dnipropetrovsk Oblast, Ukraine",48.08097,36.75246,https://t.me/lumsrc/15955,https://liveuamap.com/en/2026/16-march-08-at-pokrovsk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/16/22829340_0.jpg
22829341,2026-03-16T09:00:00,armed_clash,25,1,"At Kursk and North Slobozhansky(Sumy) direction Ukrainian forces have repelled 4 Russian army assaults, - General Staff of Armed Forces of Ukraine reports","Kursk Oblast, Russia",51.0255,35.40894,https://t.me/lumsrc/15959,https://liveuamap.com/en/2026/16-march-08-at-kursk-and-north-slobozhanskysumy-direction,https://liveuamap.com/pics/2026/03/16/22829341_0.jpg
22829342,2026-03-16T09:00:00,armed_clash,25,1,"At Huliaipole direction clashes yesterday near Huliaipole and towards Zaliznychne, Varvarivka, Svyatopetrivka, Olenokostyantynivka, Charivne, - General Staff of Armed Forces of Ukraine reports",Zaporizhzhia,47.56845,36.05438,https://t.me/lumsrc/15958,https://liveuamap.com/en/2026/16-march-08-at-huliaipole-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/16/22829342_0.jpg
22829343,2026-03-16T09:00:00,armed_clash,25,1,"At Sloviansk direction clashes yesterday near Yampil, Zakitne, Platonivka and towards Ozerne, Riznykivka, Ray-Oleksandrivka, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.81366,37.93236,https://t.me/lumsrc/15952,https://liveuamap.com/en/2026/16-march-08-at-sloviansk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/16/22829343_0.jpg
22829344,2026-03-16T09:00:00,armed_clash,25,1,"At Orikhiv direction clashes yesterday near Pavlivka, - General Staff of Armed Forces of Ukraine reports",Zaporizhzhia,47.5997,35.48756,https://t.me/lumsrc/15957,https://liveuamap.com/en/2026/16-march-08-at-orikhiv-direction-clashes-yesterday-near-pavlivka,https://liveuamap.com/pics/2026/03/16/22829344_0.jpg
22829345,2026-03-16T09:00:00,armed_clash,25,1,"At Kramatorsk direction clashes yesterday near  Stupochky, - General Staff of Armed Forces of Ukraine reports","Donetsk Oblast, Ukraine",48.5314,37.81906,https://t.me/lumsrc/15953,https://liveuamap.com/en/2026/16-march-08-at-kramatorsk-direction-clashes-yesterday-near,https://liveuamap.com/pics/2026/03/16/22829345_0.jpg
